!	!	_!
!!	!!	_!!
!((	!((	_!((
!)	!)	_!)
!-	!-	_!-
!mxt	!MXT	_!mxt
!xt	!XT	_!xt
"ignore	"IGNORE	_"ignore
templatepar	TEMPLATEPAR	_templatepar
templates	TEMPLATE +(s)	_template +s
temple	TEMPLE	_temple
temple,	TEMPLE,	_temple,
temples	TEMPLE +(s)	_temple +s
ten	TEN	_ten
tendulkar	TENDULKAR	_tendulkar
tennessee	TENNESSEE	_tennessee
tennis	TENNIS	_tennis
tenuiflorum	TENUIFLORUM	_tenuiflorum
tera	TERA	_tera
tera,	TERA,	_tera,
terbium	TERBIUM	_terbium
teresa	TERESA	_teresa
terminalia	TERMINALIA	_terminalia
terminated	TERMINATED	_terminated
terminus	TERMINUS	_terminus
termite	TERMITE	_termite
termites	TERMITE +(s)	_termite +s
terpsiphone	TERPSIPHONE	_terpsiphone
terrace	TERRACE	_terrace
terrestris	TERRESTRIS	_terrestris
territories	TERRITORIES	_territories
territory	TERRITORY	_territory
terrorism	TERRORISM	_terrorism
tervada	TERVADA	_tervada
test	TEST	_test
testament	TESTAMENT	_testament
testcases	TESTCASES	_testcases
tetris	TETRIS	_tetris
texas	TEXAS	_texas
text	TEXT	_text
texts	TEXT +(s)	_text +s
tezu	TEZU	_tezu
tfm/dated	TFM/DATED	_tfm/dated
thaal	THAAL	_thaal
thada	THADA	_thada
thadiya,	THADIYA,	_thadiya,
thai	THAI	_thai
thailand	THAILAND	_thailand
thakar	THAKAR	_thakar
thaker	THAKER	_thaker
thakor	THAKOR	_thakor
thakore	THAKORE	_thakore
thakur	THAKUR	_thakur
thali	THALI	_thali
thallium	THALLIUM	_thallium
thaltej	THALTEJ	_thaltej
thane	THANE	_thane
thangadh	THANGADH	_thangadh
thanghat	THANGHAT	_thanghat
thanh	THANH	_thanh
thanjavur	THANJAVUR	_thanjavur
thapa	THAPA	_thapa
thapar	THAPAR	_thapar
thara,	THARA,	_thara,
tharad	THARAD	_tharad
the	THE	_the
theatre	THEATRE	_theatre
theft	THEFT	_theft
theni	THENI	_theni
theodore	THEODORE	_theodore
therapy	THERAPY	_therapy
thermal	THERMAL	_thermal
thermometer	THERMOMETER	_thermometer
thesis	THESIS	_thesis
thijs!bot	THIJS!BOT	_thijs!bot
thimphu	THIMPHU	_thimphu
thin	THIN	_thin
third	THIRD	_third
thiruvananthapuram	THIRUVANANTHAPURAM	_thiruvananthapuram
this	THIS	_this
thiên	THIÊN	_thiên
thomas	THOMAS	_thomas
thordi	THORDI	_thordi
thorium	THORIUM	_thorium
thotupola	THOTUPOLA	_thotupola
thoubal	THOUBAL	_thoubal
thrayodashi	THRAYODASHI	_thrayodashi
threshing	THRESHING	_threshing
thrissur	THRISSUR	_thrissur
thrones	THRONES	_thrones
thrush	THRUSH	_thrush
thulium	THULIUM	_thulium
thumb	THUMB	_thumb
thumba	THUMBA	_thumba
thunga	THUNGA	_thunga
thursday	THURSDAY	_thursday
tibet	TIBET	_tibet
tick	TICK	_tick
tickell's	TICKELL'S	_tickell's
tickers/nyse	TICKERS/NYSE	_tickers/nyse
tiger	TIGER	_tiger
tikamgarh	TIKAMGARH	_tikamgarh
tilak	TILAK	_tilak
tilaka	TILAKA	_tilaka
tillakaratne	TILLAKARATNE	_tillakaratne
tilottama	TILOTTAMA	_tilottama
tim	TIM	_tim
timangarh	TIMANGARH	_timangarh
timba	TIMBA	_timba
timbo	TIMBO	_timbo
timbuktu	TIMBUKTU	_timbuktu
time	TIME	_time
timekeeping	TIME KEEPING	_time || _keeping
timeline	TIME LINE	_time || _line
timor	TIMOR	_timor
timor-leste	TIMOR LESTE	_timor || _leste
timwi	TIMWI	_timwi
tin	TIN	_tin
tina	TINA	_tina
tinau	TINAU	_tinau
tipanya	TIPANYA	_tipanya
tippani	TIPPANI	_tippani
tipu	TIPU	_tipu
tirap	TIRAP	_tirap
tireless	TIRELESS	_tireless
tirhut	TIRHUT	_tirhut
tirkey	TIRKEY	_tirkey
tirth	TIRTH	_tirth
tirtha	TIRTHA	_tirtha
tirthankara	TIRTHANKARA	_tirthankara
tirthankaras	TIRTHANKARA +(s)	_tirthankara +s
tirthas	TIRTHA +(s)	_tirtha +s
tirumala	TIRUMALA	_tirumala
tirunelveli	TIRUNELVELI	_tirunelveli
tiruvallur	TIRUVALLUR	_tiruvallur
tiruvannamalai	TIRUVANNAMALAI	_tiruvannamalai
tiruvarur	TIRUVARUR	_tiruvarur
tissue	TISSUE	_tissue
tit	TIT	_tit
titan	TITAN	_titan
titanium	TITANIUM	_titanium
tithal	TITHAL	_tithal
tithi	TITHI	_tithi
titicaca	TITICACA	_titicaca
title	TITLE	_title
tiwari	TIWARI	_tiwari
tl	TL	_tl
tla	TLA	_tla
tlaxcala	TLAXCALA	_tlaxcala
tlc	TLC	_tlc
tld	TLD	_tld
tlf	TLF	_tlf
tlg	TLG	_tlg
tls	TLS	_tls
tlu	TLU	_tlu
tlx	TLX	_tlx
tlxs	TLX +(s)	_tlx +s
tly	TLY	_tly
tmbox	TMBOX	_tmbox
tmbox/core	TMBOX/CORE	_tmbox/core
tnull	TNULL	_tnull
to	TO	_to
tobacco	TOBACCO	_tobacco
tobago	TOBAGO	_tobago
toc	TOC	_toc
todar	TODAR	_todar
today's	TODAY'S	_today's
togo	TOGO	_togo
tomb	TOMB	_tomb
tomé	TOMÉ	_tomé
tongue	TONGUE	_tongue
tonk	TONK	_tonk
tonk,	TONK,	_tonk,
too	TOO	_too
tool	TOOL	_tool
toolbar	TOOLBAR	_toolbar
tools	TOOL +(s)	_tool +s
tooth	TOOTH	_tooth
top	TOP	_top
topic	TOPIC	_topic
topicon	TOPICON	_topicon
topics	TOPIC +(s)	_topic +s
topiwala	TOPIWALA	_topiwala
topology	TOPOLOGY	_topology
torah	TORAH	_torah
toranmal	TORANMAL	_toranmal
torne	TORNE	_torne
tortoise	TORTOISE	_tortoise
torvalds	TORVALDS	_torvalds
tosh,	TOSH,	_tosh,
toto	TOTO	_toto
totopara	TOTO PARA	_toto || _para
tottenham	TOTTENHAM	_tottenham
tourism	TOURISM	_tourism
tourist	TOURIST	_tourist
tournament	TOURNAMENT	_tournament
tower	TOWER	_tower
towers	TOWER +(s)	_tower +s
town	TOWN	_town
towns	TOWN +(s)	_town +s
toy	TOY	_toy
toys	TOY +(s)	_toy +s
tpe	TPE	_tpe
tr	TR	_tr
tr-n	TR N	_tr || _n
track	TRACK	_track
tracking	TRACKING	_tracking
tracks	TRACK +(s)	_track +s
trade	TRADE	_trade
traffic	TRAFFIC	_traffic
trafford	TRAFFORD	_trafford
traikutaka	TRAIKUTAKA	_traikutaka
trail	TRAIL	_trail
train	TRAIN	_train
training	TRAINING	_training
trajan	TRAJAN	_trajan
trans	TRANS	_trans
transclude	TRANSCLUDE	_transclude
transfer	TRANSFER	_transfer
transit	TRANSIT	_transit
transl	TRANSL	_transl
translate	TRANSLATE	_translate
translated	TRANSLATED	_translated
translation	TRANSLATION	_translation
transliteration	TRANSLITERATION	_transliteration
transmission	TRANS MISSION	_trans || _mission
transmitted	TRANSMITTED	_transmitted
transpiration	TRANSPIRATION	_transpiration
transport	TRANSPORT	_transport
transwiki	TRANSWIKI	_transwiki
trapezoid	TRAPEZOID	_trapezoid
travancore	TRAVANCORE	_travancore
treatment	TREATMENT	_treatment
treaty	TREATY	_treaty
tree	TREE	_tree
tree/end	TREE/END	_tree/end
tree/start	TREE/START	_tree/start
tree/step2	TREE/STEP2	_tree/step2
treechart	TREE CHART	_tree || _chart
treechart/data	TREECHART/DATA	_treechart/data
treepie	TREEPIE	_treepie
trees	TREE +(s)	_tree +s
trek	TREK	_trek
trends	TRENDS	_trends
treta	TRETA	_treta
triangle	TRIANGLE	_triangle
tribal	TRIBAL	_tribal
tribhuvandas	TRIBHUVANDAS	_tribhuvandas
tribulus	TRIBULUS	_tribulus
trichosanthes	TRICHOSANTHES	_trichosanthes
trident	TRIDENT	_trident
trigarta	TRIGARTA	_trigarta
trigonometry	TRIGONOMETRY	_trigonometry
trijata	TRIJATA	_trijata
trim	TRIM	_trim
trimbakeshwar	TRIMBAKESHWAR	_trimbakeshwar
trinamool	TRINAMOOL	_trinamool
trincomalee	TRINCOMALEE	_trincomalee
trinidad	TRINIDAD	_trinidad
tripathi	TRIPATHI	_tripathi
tripiṭaka	TRIPIṬAKA	_tripiṭaka
tripura	TRIPURA	_tripura
trishula	TRISHULA	_trishula
tritiya	TRITIYA	_tritiya
trivedi	TRIVEDI	_trivedi
triveni	TRIVENI	_triveni
triyuginarayan	TRIYUGINARAYAN	_triyuginarayan
tropical	TROPICAL	_tropical
trudeau	TRUDEAU	_trudeau
true	TRUE	_true
trump	TRUMP	_trump
trunc	TRUNC	_trunc
trust	TRUST	_trust
truth	TRUTH	_truth
tsarap	TSARAP	_tsarap
tso	TSO	_tso
tsomgo	TSOMGO	_tsomgo
tsunami	TSUNAMI	_tsunami
tuberculosis	TUBERCULOSIS	_tuberculosis
tuensang	TUENSANG	_tuensang
tuesday	TUESDAY	_tuesday
tufted	TUFTED	_tufted
tughlaq	TUGHLAQ	_tughlaq
tukaram	TUKARAM	_tukaram
tulip	TULIP	_tulip
tulsi	TULSI	_tulsi
tulsidas	TULSIDAS	_tulsidas
tulsishyam	TULSI SHYAM	_tulsi || _shyam
tumakuru	TUMAKURU	_tumakuru
tumbbad	TUMBBAD	_tumbbad
tumkur	TUMKUR	_tumkur
tuna	TUNA	_tuna
tundav	TUNDAV	_tundav
tungnath	TUNGNATH	_tungnath
tungsten	TUNGSTEN	_tungsten
tunisia	TUNISIA	_tunisia
tunnel	TUNNEL	_tunnel
turban	TURBAN	_turban
turbine	TURBINE	_turbine
turbocharger	TURBOCHARGER	_turbocharger
turf	TURF	_turf
turhan	TURHAN	_turhan
turing	TURING	_turing
turkey	TURKEY	_turkey
turkish	TURKISH	_turkish
turkmen	TURKMEN	_turkmen
turkmenistan	TURKMENISTAN	_turkmenistan
turmeric	TURMERIC	_turmeric
turnip	TURNIP	_turnip
turnstone	TURNSTONE	_turnstone
turquoise	TURQUOISE	_turquoise
turtle	TURTLE	_turtle
turtles	TURTLE +(s)	_turtle +s
tussauds	TUSSAUDS	_tussauds
tutorial/tabsheader	TUTORIAL/TABSHEADER	_tutorial/tabsheader
tutorial/tabstop	TUTORIAL/TABSTOP	_tutorial/tabstop
tux	TUX	_tux
tv9	TV9	_tv9
twain	TWAIN	_twain
twenty20	TWENTY20	_twenty20
twitter	TWITTER	_twitter
twl	TWL	_twl
txiki	TXIKI	_txiki
txikibot	TXIKIBOT	_txikibot
tyabji	TYABJI	_tyabji
tyagaraja	TYAGARAJA	_tyagaraja
type	TYPE	_type
types	TYPE +(s)	_type +s
typha	TYPHA	_typha
typhoid	TYPHOID	_typhoid
tyrol	TYROL	_tyrol
u.	U.	_u.
u...mr.	U...MR.	_u...mr.
u.s.	U.S.	_u.s.
ubbalamadugu	UBBALAMADUGU	_ubbalamadugu
ubuntu	UBUNTU	_ubuntu
ucat	UCAT	_ucat
ucharpi	UCHARPI	_ucharpi
udaipur	UDAIPUR	_udaipur
udalguri	UDALGURI	_udalguri
uday	UDAY	_uday
udaypur	UDAYPUR	_udaypur
udayshankar	UDAY SHANKAR	_uday || _shankar
udhai	UDHAI	_udhai
udham	UDHAM	_udham
udhampur	UDHAMPUR	_udhampur
udhana–navsari	UDHANA–NAVSARI	_udhana–navsari
udhas	UDHAS	_udhas
udhna	UDHNA	_udhna
udupi	UDUPI	_udupi
udvada	UDVADA	_udvada
uefa	UEFA	_uefa
uetersen	UETERSEN	_uetersen
uf-coord	UF COORD	_uf || _coord
uf-coord-classes	UF COORD CLASSES	_uf || _coord || _classes
uf-date-part	UF DATE PART	_uf || _date || _part
uf-date-warn	UF DATE WARN	_uf || _date || _warn
uf-geo	UF GEO	_uf || _geo
uf-hcard-geo	UF HCARD* GEO	_uf || _hcard || _geo
uf-hcard-org	UF HCARD* ORG	_uf || _hcard || _org
uf-hcard-person	UF HCARD* PERSON	_uf || _hcard || _person
uf-hprod	UF HPROD	_uf || _hprod
uganda	UGANDA	_uganda
ugla	UGLA	_ugla
ujjain	UJJAIN	_ujjain
uk	UK	_uk
uka	UKA	_uka
ukai	UKAI	_ukai
ukhrul	UKHRUL	_ukhrul
ukraine	UKRAINE	_ukraine
ukrainian	UKRAINIAN	_ukrainian
ulcer	ULCER	_ulcer
ulhas	ULHAS	_ulhas
uloom	ULOOM	_uloom
ulster	ULSTER	_ulster
ultrasound	ULTRASOUND	_ultrasound
ulupi	ULUPI	_ulupi
umaid	UMAID	_umaid
umaria	UMARIA	_umaria
umarpada	UMARPADA	_umarpada
umashankar	UMASHANKAR	_umashankar
umaswati	UMASWATI	_umaswati
umbergaon	UMBERGAON	_umbergaon
umbharat	UMBHARAT	_umbharat
umbox	UMBOX	_umbox
umerkot	UMERKOT	_umerkot
umiam	UMIAM	_umiam
umreth	UMRETH	_umreth
un	UN	_un
un,	UN,	_un,
una	UNA	_una
una,	UNA,	_una,
unai,	UNAI,	_unai,
unapdev	UNAPDEV	_unapdev
unava	UNAVA	_unava
unbulleted	UNBULLETED	_unbulleted
uncategorized	UNCATEGORIZED	_uncategorized
unchalli	UNCHALLI	_unchalli
und	UND	_und
undari	UNDARI	_undari
under	UNDER	_under
undertaker	UNDERTAKER	_undertaker
undertakings	UNDERTAKINGS	_undertakings
undhiyu	UNDHIYU	_undhiyu
unesco	UNESCO	_unesco
unicode	UNICODE	_unicode
unidentified	UNIDENTIFIED	_unidentified
uniflorum	UNIFLORUM	_uniflorum
uniform	UNIFORM	_uniform
unilever	UNILEVER	_unilever
union	UNION	_union
unit	UNIT	_unit
unit/area	UNIT/AREA	_unit/area
unit/discharge	UNIT/DISCHARGE	_unit/discharge
united	UNITED	_united
units	UNIT +(s)	_unit +s
unity	UNITY	_unity
universe	UNIVERSE	_universe
universities	UNIVERSITIES	_universities
university	UNIVERSITY	_university
università	UNIVERSITÀ	_università
unjha	UNJHA	_unjha
unknown	UNKNOWN	_unknown
unnamed	UNNAMED	_unnamed
unnao	UNNAO	_unnao
unnikrishnan	UNNIKRISHNAN	_unnikrishnan
unofficial2	UNOFFICIAL2	_unofficial2
unported	UNPORTED	_unported
unreferenced	UNREFERENCED	_unreferenced
unreleased	UNRELEASED	_unreleased
unreliable	UNRELIABLE	_unreliable
unstrip	UNSTRIP	_unstrip
unsubst	UNSUBST	_unsubst
upadhyay	UPADHYAY	_upadhyay
upadhyaya	UPADHYAYA	_upadhyaya
upanayana	UPANAYANA	_upanayana
upanishad	UPANISHAD	_upanishad
upanishads	UPANISHAD +(s)	_upanishad +s
upapurana	UPAPURANA	_upapurana
uparkot	UPARKOT	_uparkot
upasni	UPASNI	_upasni
upendra	UPENDRA	_upendra
upleta	UPLETA	_upleta
upma	UPMA	_upma
upper	UPPER	_upper
upton	UPTON	_upton
ur	UR	_ur
uran	URAN	_uran
uranium	URANIUM	_uranium
uranus	URANUS	_uranus
urban	URBAN	_urban
urbanization	URBANIZATION	_urbanization
urdu	URDU	_urdu
urdu-language	URDU LANGUAGE	_urdu || _language
urea	UREA	_urea
urjit	URJIT	_urjit
url	URL	_url
urmila	URMILA	_urmila
uropeltis	UROPELTIS	_uropeltis
uruguay	URUGUAY	_uruguay
us	US	_us
us$	US$	_us$
usain	USAIN	_usain
usb	USB	_usb
usbk	USBK	_usbk
usbktop	USBKTOP	_usbktop
use	USE	_use
used	USED	_used
user	USER	_user
userbox	USERBOX	_userbox
userbox-level	USERBOX LEVEL	_userbox || _level
userbox-r	USERBOX R	_userbox || _r
userboxbottom	USERBOX BOTTOM	_userbox || _bottom
userboxes	USERBOXES	_userboxes
usercheck-short	USER CHECK SHORT	_user || _check || _short
userlinks/config	USERLINKS/CONFIG	_userlinks/config
userlinks/shared	USERLINKS/SHARED	_userlinks/shared
username	USER NAME	_user || _name
uses	USE +(s)	_use +s
usha	USHA	_usha
ushnas	USHNAS	_ushnas
using	USING	_using
usmanpura	USMANPURA	_usmanpura
usually	USUALLY	_usually
usui	USUI	_usui
utah	UTAH	_utah
utavali	UTAVALI	_utavali
utkanteshwar	UTKANTESHWAR	_utkanteshwar
utpal	UTPAL	_utpal
utran	UTRAN	_utran
utrecht	UTRECHT	_utrecht
utsava	UTSAVA	_utsava
uttam	UTTAM	_uttam
uttambhai	UTTAM BHAI	_uttam || _bhai
uttanasana	UTTANASANA	_uttanasana
uttar	UTTAR	_uttar
uttara	UTTARA	_uttara
uttarakhand	UTTARAKHAND	_uttarakhand
uttarayana	UTTARAYANA	_uttarayana
uttarkashi	UTTAR KASHI	_uttar || _kashi
uttarā	UTTARĀ	_uttarā
uusijani	UUSIJANI	_uusijani
uw-vandalism1	UW VANDALISM1	_uw || _vandalism1
uyuni	UYUNI	_uyuni
uzbek	UZBEK	_uzbek
uzbekistan	UZBEKISTAN	_uzbekistan
uzi	UZI	_uzi
v	V	_v
v.	V.	_v.
vaccination	VACCINATION	_vaccination
vachaknavi	VACHAKNAVI	_vachaknavi
vachanamrut	VACHANAMRUT	_vachanamrut
vachara	VACHARA	_vachara
vachhavad	VACHHAVAD	_vachhavad
vacuum	VACUUM	_vacuum
vada	VADA	_vada
vadala	VADALA	_vadala
vadali,	VADALI,	_vadali,
vadeli	VADELI	_vadeli
vadgam	VADGAM	_vadgam
vadhiyar	VADHIYAR	_vadhiyar
vadia,	VADIA,	_vadia,
vadilal	VADILAL	_vadilal
vadli	VADLI	_vadli
vadnagar	VADNAGAR	_vadnagar
vadodara	VADODARA	_vadodara
vadodaria	VADODARIA	_vadodaria
vadsar,	VADSAR,	_vadsar,
vadtal	VADTAL	_vadtal
vadviyala	VADVIYALA	_vadviyala
vaghel	VAGHEL	_vaghel
vaghela	VAGHELA	_vaghela
vago	VAGO	_vago
vaidya	VAIDYA	_vaidya
vaidyanath	VAIDYA NATH	_vaidya || _nath
vaisakha	VAISAKHA	_vaisakha
vaishali	VAISHALI	_vaishali
vaishnava	VAISHNAVA	_vaishnava
vaishnavism	VAISHNAVISM	_vaishnavism
vaishno	VAISHNO	_vaishno
vaishya	VAISHYA	_vaishya
vaitarna	VAITARNA	_vaitarna
vaivarta	VAIVARTA	_vaivarta
vajpayee	VAJPAYEE	_vajpayee
vakani	VAKANI	_vakani
vakataka	VAKATAKA	_vakataka
vakhtapur	VAKHTAPUR	_vakhtapur
val	VAL	_val
val/delimitnum	VAL/DELIMITNUM	_val/delimitnum
vala	VALA	_vala
vale	VALE	_vale
valencian	VALENCIAN	_valencian
valentine's	VALENTINE'S	_valentine's
vali	VALI	_vali
validation	VALIDATION	_validation
vallabh	VALLABH	_vallabh
vallabha	VALLABHA	_vallabha
vallabhbhai	VALLABHBHAI	_vallabhbhai
vallabhi	VALLABHI	_vallabhi
vallabhipur	VALLABHIPUR	_vallabhipur
vallabhsuri	VALLABHSURI	_vallabhsuri
valley	VALLEY	_valley
vallés	VALLÉS	_vallés
valmiki	VALMIKI	_valmiki
valod	VALOD	_valod
valparaíso	VALPARAÍSO	_valparaíso
valsad	VALSAD	_valsad
valson	VALSON	_valson
value	VALUE	_value
values	VALUE +(s)	_value +s
values/core	VALUES/CORE	_values/core
vamaj	VAMAJ	_vamaj
vamana	VAMANA	_vamana
van	VAN	_van
vanadium	VANADIUM	_vanadium
vanaraja	VANARAJA	_vanaraja
vanda,	VANDA,	_vanda,
vande	VANDE	_vande
vandhay	VANDHAY	_vandhay
vanessa	VANESSA	_vanessa
vansda	VANSDA	_vansda
vantawng	VANTAWNG	_vantawng
vanthali	VANTHALI	_vanthali
vapi	VAPI	_vapi
vaporpressure	VAPORPRESSURE	_vaporpressure
var	VAR	_var
varachha	VARACHHA	_varachha
varadarajan	VARADARAJAN	_varadarajan
varahi,	VARAHI,	_varahi,
varanasi	VARANASI	_varanasi
varandha	VARANDHA	_varandha
vardayini	VARDAYINI	_vardayini
vargenau	VARGENAU	_vargenau
variable	VARIABLE	_variable
variance	VARIANCE	_variance
variants	VARIANTS	_variants
variegata	VARIEGATA	_variegata
varies	VARIES	_varies
varma	VARMA	_varma
varnu	VARNU	_varnu
varsha	VARSHA	_varsha
varsoda	VARSODA	_varsoda
vartej	VARTEJ	_vartej
varun	VARUN	_varun
varuna	VARUNA	_varuna
varāhamihira	VARĀHAMIHIRA	_varāhamihira
vasant	VASANT	_vasant
vasava	VASAVA	_vasava
vasavad	VASAVAD	_vasavad
vasavada	VASAVADA	_vasavada
vasco	VASCO	_vasco
vashi	VASHI	_vashi
vashishti	VASHISHTI	_vashishti
vasishtha	VASISHTHA	_vasishtha
vasistha	VASISTHA	_vasistha
vaso	VASO	_vaso
vastrapur	VASTRAPUR	_vastrapur
vastupala	VASTUPALA	_vastupala
vasu	VASU	_vasu
vasudev	VASUDEV	_vasudev
vasudeva	VASUDEVA	_vasudeva
vataman	VATAMAN	_vataman
vatav	VATAV	_vatav
vatsyayan	VATSYAYAN	_vatsyayan
vav	VAV	_vav
vav,	VAV,	_vav,
vayeda	VAYEDA	_vayeda
vcite	VCITE	_vcite
vedanga	VEDANGA	_vedanga
vedanta	VEDANTA	_vedanta
vedas	VEDAS	_vedas
vedic	VEDIC	_vedic
veena	VEENA	_veena
veer	VEER	_veer
vegad	VEGAD	_vegad
vegas	VEGAS	_vegas
vegda	VEGDA	_vegda
vegdi	VEGDI	_vegdi
vegetable	VEGETABLE	_vegetable
vegetables	VEGETABLE +(s)	_vegetable +s
vegetarianism	VEGETARIANISM	_vegetarianism
vehicle	VEHICLE	_vehicle
vejalka	VEJALKA	_vejalka
vejalpur	VEJALPUR	_vejalpur
vekur	VEKUR	_vekur
velakot	VELAKOT	_velakot
velavadar	VELAVADAR	_velavadar
vellore	VELLORE	_vellore
velvet	VELVET	_velvet
velvet-fronted	VELVET FRONTED	_velvet || _fronted
vendetta	VENDETTA	_vendetta
venezuela	VENEZUELA	_venezuela
vengsarkar	VENGSARKAR	_vengsarkar
venibhai	VENIBHAI	_venibhai
venkaiah	VENKAIAH	_venkaiah
venkatapathy	VENKATAPATHY	_venkatapathy
venkataraghavan	VENKATARAGHAVAN	_venkataraghavan
venkateswara	VENKATESWARA	_venkateswara
venna	VENNA	_venna
venu	VENU	_venu
venus	VENU +(s)	_venu +s
vera	VERA	_vera
veracruz	VERACRUZ	_veracruz
veraval	VERAVAL	_veraval
verde	VERDE	_verde
verditer	VERDITER	_verditer
verghese	VERGHESE	_verghese
verifiability	VERIFIABILITY	_verifiability
verification	VERIFICATION	_verification
verisign	VERISIGN	_verisign
verizon	VERIZON	_verizon
verma	VERMA	_verma
vermont	VERMONT	_vermont
version	VERSION	_version
versions	VERSION +(s)	_version +s
verum	VERUM	_verum
vestabhai	VESTABHAI	_vestabhai
vibha	VIBHA	_vibha
vibhushan	VIBHUSHAN	_vibhushan
vice-presidential	VICE PRESIDENTIAL	_vice || _presidential
vice-presidents	VICE PRESIDENT +(s)	_vice || _president +s
vichitravirya	VICHITRAVIRYA	_vichitravirya
vicky	VICKY	_vicky
victor	VICTOR	_victor
vidarbha	VIDARBHA	_vidarbha
video	VIDEO	_video
videocassette	VIDEOCASSETTE	_videocassette
vidhan	VIDHAN	_vidhan
vidi	VIDI	_vidi
vidisha	VIDISHA	_vidisha
vidur	VIDUR	_vidur
vidura	VIDURA	_vidura
vidya	VIDYA	_vidya
vidyagauri	VIDYA GAURI	_vidya || _gauri
vidyalaya	VIDYALAYA	_vidyalaya
vidyamandir	VIDYA MANDIR	_vidya || _mandir
vidyanagar	VIDYA NAGAR	_vidya || _nagar
vidyapeetha	VIDYAPEETHA	_vidyapeetha
vidyapith	VIDYAPITH	_vidyapith
vienna	VIENNA	_vienna
vietnam	VIETNAM	_vietnam
view	VIEW	_view
vigna	VIGNA	_vigna
vijalpor	VIJALPOR	_vijalpor
vijapur	VIJAPUR	_vijapur
vijay	VIJAY	_vijay
vijaya	VIJAYA	_vijaya
vijayadashami	VIJAYA DASHAMI	_vijaya || _dashami
vijayalaya	VIJAYALAYA	_vijayalaya
vijayanagara	VIJAYANAGARA	_vijayanagara
vijayawada	VIJAYAWADA	_vijayawada
vijaygupta	VIJAY GUPTA	_vijay || _gupta
vijayray	VIJAYRAY	_vijayray
vijender	VIJENDER	_vijender
vikasa	VIKASA	_vikasa
vikash	VIKASH	_vikash
viking	VIKING	_viking
vikram	VIKRAM	_vikram
vikramaditya	VIKRAMADITYA	_vikramaditya
vikramōrvaśīyam	VIKRAMŌRVAŚĪYAM	_vikramōrvaśīyam
vilas	VILAS	_vilas
vilayat	VILAYAT	_vilayat
vile	VILE	_vile
villa	VILLA	_villa
village	VILLAGE	_village
village,	VILLAGE,	_village,
villages	VILLAGE +(s)	_village +s
viluppuram	VILUPPURAM	_viluppuram
vimala	VIMALA	_vimala
vinaya	VINAYA	_vinaya
vinayak	VINAYAK	_vinayak
vincent	VINCENT	_vincent
vinci	VINCI	_vinci
vindhya	VINDHYA	_vindhya
vinjan	VINJAN	_vinjan
vinoba	VINOBA	_vinoba
vinod	VINOD	_vinod
vinodini	VINODINI	_vinodini
vinoo	VINOO	_vinoo
vipassanā	VIPASSANĀ	_vipassanā
vir	VIR	_vir
vira,	VIRA,	_vira,
viradha	VIRADHA	_viradha
viramgam	VIRAMGAM	_viramgam
virani	VIRANI	_virani
virata	VIRATA	_virata
viraval,	VIRAVAL,	_viraval,
virender	VIRENDER	_virender
virgin	VIRGIN	_virgin
virginia	VIRGINIA	_virginia
virgo	VIRGO	_virgo
virpur	VIRPUR	_virpur
virtual	VIRTUAL	_virtual
virtualization	VIRTUALIZATION	_virtualization
virudhunagar	VIRUDHUNAGAR	_virudhunagar
virus	VIRUS	_virus
visa	VISA	_visa
visakhapatnam	VISAKHAPATNAM	_visakhapatnam
visalpur	VISALPUR	_visalpur
visavadar	VISAVADAR	_visavadar
viscosity	VISCOSITY	_viscosity
vishal–shekhar	VISHAL–SHEKHAR	_vishal–shekhar
vishansar	VISHANSAR	_vishansar
vishisht	VISHISHT	_vishisht
vishnu	VISHNU	_vishnu
vishnuavatars	VISHNUAVATARS	_vishnuavatars
vishnukundina	VISHNUKUNDINA	_vishnukundina
vishnuprasad	VISHNU PRASAD	_vishnu || _prasad
vishnuprayag	VISHNU PRAYAG	_vishnu || _prayag
vishvakarman	VISHVAKARMAN	_vishvakarman
vishvamitra	VISHVAMITRA	_vishvamitra
vishvesh	VISHVESH	_vishvesh
vishwa	VISHWA	_vishwa
vishwakarma	VISHWA KARMA	_vishwa || _karma
vishwakosh	VISHWAKOSH	_vishwakosh
vishwamitri	VISHWAMITRI	_vishwamitri
vishwanath	VISHWA NATH	_vishwa || _nath
vishwavidyalaya	VISHWA VIDYALAYA	_vishwa || _vidyalaya
visnagar	VISNAGAR	_visnagar
visual	VISUAL	_visual
viswanath	VISWANATH	_viswanath
vital	VITAL	_vital
vitamin	VITAMIN	_vitamin
vithalbhai	VITHALBHAI	_vithalbhai
vivek	VIVEK	_vivek
vivekachudamani	VIVEKACHUDAMANI	_vivekachudamani
vivekananda	VIVEKANANDA	_vivekananda
vizcaya	VIZCAYA	_vizcaya
vizianagaram	VIZIANAGARAM	_vizianagaram
vladimir	VLADIMIR	_vladimir
vodka	VODKA	_vodka
void	VOID	_void
volcano	VOLCANO	_volcano
volga	VOLGA	_volga
volkovbot	VOLKOVBOT	_volkovbot
volvo	VOLVO	_volvo
vondh	VONDH	_vondh
vorarlberg	VORARLBERG	_vorarlberg
voters'	VOTERS'	_voters'
voting	VOTING	_voting
vrata	VRATA	_vrata
vrindavan	VRINDAVAN	_vrindavan
vu	VU	_vu
vuitton	VUITTON	_vuitton
vulture	VULTURE	_vulture
vyara	VYARA	_vyara
vyarawalla	VYARAWALLA	_vyarawalla
vyas	VYAS	_vyas
