!	_!
!!	_!!
!((	_!((
!)	_!)
!-	_!-
!mxt	_!mxt
!xt	_!xt
"ignore	_"ignore
syangja	_syangja
sydney	_sydney
syed	_syed
syiem	_syiem
sylvester	_sylvester
symbiosis	_symbiosis
symbol	_symbol
symbols	_symbol +s
symonds	_symonds
syndrome	_syndrome
synonyms	_synonyms
syntax	_syntax
syphilis	_syphilis
syria	_syria
system	_system
systems	_system +s
syzygium	_syzygium
syādvāda	_syādvāda
são	_são
søby	_søby
t	_t
t.	_t.
ta	_ta
taal	_taal
taarak	_taarak
tabacum	_tabacum
tabasco	_tabasco
tabla	_tabla
table	_table
table-experimental	_table _- _experimental
tabletools	_table _tool +s
tabo,	_tabo,
tabot-zerem	_tabot _- _zerem
tacloban	_tacloban
tacuarembó	_tacuarembó
tadiranscopus	_tadiranscopus
taekwondo	_taekwondo
tag	_tag
tagore	_tagore
tags	_tag +s
tai	_tai
taichi	_taichi
tailorbird	_tailorbird
taiwan	_taiwan
taj	_taj
tajik	_tajik
tajikistan	_tajikistan
tak	_tak
takaaki	_takaaki
takhatgadh	_takhatgadh
takht	_takht
takht-i-bahi	_takht _- _i _- _bahi
takia	_takia
tal	_tal
talaja	_talaja
talala,	_talala,
talati	_talati
tale	_tale
taliban	_taliban
taliperu	_taliperu
taliyara	_taliyara
talk	_talk
talkatora	_talkatora
talkback	_talk _back
talod	_talod
talode	_talode
talpada	_talpada
taluka	_taluka
talukas	_taluka +s
talvana	_talvana
tamarind	_tamarind
tamaulipas	_tamaulipas
tambourine	_tambourine
tamda	_tamda
tamenglong	_tamenglong
tamil	_tamil
tamil-language	_tamil _- _language
tamils	_tamil +s
tamluk	_tamluk
tammileru	_tammileru
tamsa	_tamsa
tanahun	_tanahun
tandava	_tandava
tangaliya	_tangaliya
tanganyika	_tanganyika
tanggula	_tanggula
tank	_tank
tankai	_tankai
tankara	_tankara
tansa	_tansa
tansen	_tansen
tantalum	_tantalum
tantia	_tantia
tanushree	_tanushree
tanwar	_tanwar
tanzania	_tanzania
tao	_tao
taoism	_taoism
tapan	_tapan
tapi	_tapi
tapkeshwari	_tapkeshwari
tapti	_tapti
tara	_tara
tarabai	_tarabai
taragarh	_taragarh
taran	_taran
taranga	_taranga
tarapore	_tarapore
taraporevala	_tarapore _vala
tarapur,	_tarapur,
tarasadi	_tarasadi
tarla	_tarla
tarn	_tarn
tarnetar	_tarnetar
tarsadia	_tarsadia
tarsali	_tarsali
tarsier	_tarsier
tashkent	_tashkent
tasman	_tasman
tata	_tata
tataka	_tataka
tattvartha	_tattvartha
taurus	_taurus
tavi	_tavi
tavor	_tavor
tawa	_tawa
tawang	_tawang
tawi	_tawi
tawny-bellied	_tawny _- _bellied
tawrat	_tawrat
taxobox	_taxobox
taxobox/displayed	_taxobox/displayed
taxobox/error	_taxobox/error
taxobox/floating	_taxobox/floating
taxobox/italics	_taxobox/italics
taxobox/showtaxon	_taxobox/showtaxon
taxobox/taxon	_taxobox/taxon
taxobox/taxonomy	_taxobox/taxonomy
taxonomy	_taxonomy
taxonomy/acacia	_taxonomy/acacia
taxonomy/link	_taxonomy/link
tcfc2349	_tcfc2349
te	_te
tea	_tea
teacher	_teacher
teachers	_teacher +s
teachers'	_teachers'
teak	_teak
team	_team
tec-city	_tec _- _city
tech	_tech
technetium	_technetium
technology	_technology
technology,	_technology,
teen	_teen
teerathgarh	_teerathgarh
teesta	_teesta
tehri	_tehri
tehsil	_tehsil
tehsildar	_tehsildar
tejara	_tejara
tejas	_tejas
tejgadh	_tejgadh
teji	_teji
tel	_tel
telangana	_telangana
telecommunications	_telecommunications
telefilms	_telefilms
telescope	_telescope
television	_television
telineelapuram	_telineelapuram
teller	_teller
tellurium	_tellurium
telnar	_telnar
telugu	_telugu
telukunchi	_telukunchi
tembrungharta	_tembrungharta
temperature	_temperature
templar	_templar
template	_template
templatedata	_template _data
templatepar	_templatepar
templates	_template +s
temple	_temple
temple,	_temple,
temples	_temple +s
ten	_ten
tendulkar	_tendulkar
tennessee	_tennessee
tennis	_tennis
tenuiflorum	_tenuiflorum
tera	_tera
tera,	_tera,
terbium	_terbium
teresa	_teresa
terminalia	_terminalia
terminated	_terminated
terminus	_terminus
termite	_termite
termites	_termite +s
terpsiphone	_terpsiphone
terrace	_terrace
terrestris	_terrestris
territories	_territories
territory	_territory
terrorism	_terrorism
tervada	_tervada
test	_test
testament	_testament
testcases	_testcases
tetris	_tetris
texas	_texas
text	_text
texts	_text +s
tezu	_tezu
tfm/dated	_tfm/dated
thaal	_thaal
thada	_thada
thadiya,	_thadiya,
thai	_thai
thailand	_thailand
thakar	_thakar
thaker	_thaker
thakor	_thakor
thakore	_thakore
thakur	_thakur
thali	_thali
thallium	_thallium
thaltej	_thaltej
thane	_thane
thangadh	_thangadh
thanghat	_thanghat
thanh	_thanh
thanjavur	_thanjavur
thapa	_thapa
thapar	_thapar
thara,	_thara,
tharad	_tharad
the	_the
theatre	_theatre
theft	_theft
theni	_theni
theodore	_theodore
therapy	_therapy
thermal	_thermal
thermometer	_thermometer
thesis	_thesis
thijs!bot	_thijs!bot
thimphu	_thimphu
thin	_thin
third	_third
thiruvananthapuram	_thiruvananthapuram
this	_this
thiên	_thiên
thomas	_thomas
thordi	_thordi
thorium	_thorium
thotupola	_thotupola
thoubal	_thoubal
thrayodashi	_thrayodashi
threshing	_threshing
thrissur	_thrissur
thrones	_thrones
thrush	_thrush
thulium	_thulium
thumb	_thumb
thumba	_thumba
thunga	_thunga
thursday	_thursday
tibet	_tibet
tick	_tick
tickell's	_tickell's
tickers/nyse	_tickers/nyse
tiger	_tiger
tikamgarh	_tikamgarh
tilak	_tilak
tilaka	_tilaka
tillakaratne	_tillakaratne
tilottama	_tilottama
tim	_tim
timangarh	_timangarh
timba	_timba
timbo	_timbo
timbuktu	_timbuktu
time	_time
timekeeping	_time _keeping
timeline	_time _line
timor	_timor
timor-leste	_timor _- _leste
timwi	_timwi
tin	_tin
tina	_tina
tinau	_tinau
tipanya	_tipanya
tippani	_tippani
tipu	_tipu
tirap	_tirap
tireless	_tireless
tirhut	_tirhut
tirkey	_tirkey
tirth	_tirth
tirtha	_tirtha
tirthankara	_tirthankara
tirthankaras	_tirthankara +s
tirthas	_tirtha +s
tirumala	_tirumala
tirunelveli	_tirunelveli
tiruvallur	_tiruvallur
tiruvannamalai	_tiruvannamalai
tiruvarur	_tiruvarur
tissue	_tissue
tit	_tit
titan	_titan
titanium	_titanium
tithal	_tithal
tithi	_tithi
titicaca	_titicaca
title	_title
tiwari	_tiwari
tl	_tl
tla	_tla
tlaxcala	_tlaxcala
tlc	_tlc
tld	_tld
tlf	_tlf
tlg	_tlg
tls	_tls
tlu	_tlu
tlx	_tlx
tlxs	_tlx +s
tly	_tly
tmbox	_tmbox
tmbox/core	_tmbox/core
tnull	_tnull
to	_to
tobacco	_tobacco
tobago	_tobago
toc	_toc
todar	_todar
today's	_today's
togo	_togo
tomb	_tomb
tomé	_tomé
tongue	_tongue
tonk	_tonk
tonk,	_tonk,
too	_too
tool	_tool
toolbar	_toolbar
tools	_tool +s
tooth	_tooth
top	_top
topic	_topic
topicon	_topicon
topics	_topic +s
topiwala	_topiwala
topology	_topology
torah	_torah
toranmal	_toranmal
torne	_torne
tortoise	_tortoise
torvalds	_torvalds
tosh,	_tosh,
toto	_toto
totopara	_toto _para
tottenham	_tottenham
tourism	_tourism
tourist	_tourist
tournament	_tournament
tower	_tower
towers	_tower +s
town	_town
towns	_town +s
toy	_toy
toys	_toy +s
tpe	_tpe
tr	_tr
tr-n	_tr _- _n
track	_track
tracking	_tracking
tracks	_track +s
trade	_trade
traffic	_traffic
trafford	_trafford
traikutaka	_traikutaka
trail	_trail
train	_train
training	_training
trajan	_trajan
trans	_trans
transclude	_transclude
transfer	_transfer
transit	_transit
transl	_transl
translate	_translate
translated	_translated
translation	_translation
transliteration	_transliteration
transmission	_trans _mission
transmitted	_transmitted
transpiration	_transpiration
transport	_transport
transwiki	_transwiki
trapezoid	_trapezoid
travancore	_travancore
treatment	_treatment
treaty	_treaty
tree	_tree
tree/end	_tree/end
tree/start	_tree/start
tree/step2	_tree/step2
treechart	_tree _chart
treechart/data	_treechart/data
treepie	_treepie
trees	_tree +s
trek	_trek
trends	_trends
treta	_treta
triangle	_triangle
tribal	_tribal
tribhuvandas	_tribhuvandas
tribulus	_tribulus
trichosanthes	_trichosanthes
trident	_trident
trigarta	_trigarta
trigonometry	_trigonometry
trijata	_trijata
trim	_trim
trimbakeshwar	_trimbakeshwar
trinamool	_trinamool
trincomalee	_trincomalee
trinidad	_trinidad
tripathi	_tripathi
tripiṭaka	_tripiṭaka
tripura	_tripura
trishula	_trishula
tritiya	_tritiya
trivedi	_trivedi
triveni	_triveni
triyuginarayan	_triyuginarayan
tropical	_tropical
trudeau	_trudeau
true	_true
trump	_trump
trunc	_trunc
trust	_trust
truth	_truth
tsarap	_tsarap
tso	_tso
tsomgo	_tsomgo
tsunami	_tsunami
tuberculosis	_tuberculosis
tuensang	_tuensang
tuesday	_tuesday
tufted	_tufted
tughlaq	_tughlaq
tukaram	_tukaram
tulip	_tulip
tulsi	_tulsi
tulsidas	_tulsidas
tulsishyam	_tulsi _shyam
tumakuru	_tumakuru
tumbbad	_tumbbad
tumkur	_tumkur
tuna	_tuna
tundav	_tundav
tungnath	_tungnath
tungsten	_tungsten
tunisia	_tunisia
tunnel	_tunnel
turban	_turban
turbine	_turbine
turbocharger	_turbocharger
turf	_turf
turhan	_turhan
turing	_turing
turkey	_turkey
turkish	_turkish
turkmen	_turkmen
turkmenistan	_turkmenistan
turmeric	_turmeric
turnip	_turnip
turnstone	_turnstone
turquoise	_turquoise
turtle	_turtle
turtles	_turtle +s
tussauds	_tussauds
tutorial/tabsheader	_tutorial/tabsheader
tutorial/tabstop	_tutorial/tabstop
tux	_tux
tv9	_tv9
twain	_twain
twenty20	_twenty20
twitter	_twitter
twl	_twl
txiki	_txiki
txikibot	_txikibot
tyabji	_tyabji
tyagaraja	_tyagaraja
type	_type
types	_type +s
typha	_typha
typhoid	_typhoid
tyrol	_tyrol
u.	_u.
u...mr.	_u...mr.
u.s.	_u.s.
ubbalamadugu	_ubbalamadugu
ubuntu	_ubuntu
ucat	_ucat
ucharpi	_ucharpi
udaipur	_udaipur
udalguri	_udalguri
uday	_uday
udaypur	_udaypur
udayshankar	_uday _shankar
udhai	_udhai
udham	_udham
udhampur	_udhampur
udhana–navsari	_udhana–navsari
udhas	_udhas
udhna	_udhna
udupi	_udupi
udvada	_udvada
uefa	_uefa
uetersen	_uetersen
uf-coord	_uf _- _coord
uf-coord-classes	_uf _- _coord _- _classes
uf-date-part	_uf _- _date _- _part
uf-date-warn	_uf _- _date _- _warn
uf-geo	_uf _- _geo
uf-hcard-geo	_uf _- _hcard _- _geo
uf-hcard-org	_uf _- _hcard _- _org
uf-hcard-person	_uf _- _hcard _- _person
uf-hprod	_uf _- _hprod
uganda	_uganda
ugla	_ugla
ujjain	_ujjain
uk	_uk
uka	_uka
ukai	_ukai
ukhrul	_ukhrul
ukraine	_ukraine
ukrainian	_ukrainian
ulcer	_ulcer
ulhas	_ulhas
uloom	_uloom
ulster	_ulster
ultrasound	_ultrasound
ulupi	_ulupi
umaid	_umaid
umaria	_umaria
umarpada	_umarpada
umashankar	_umashankar
umaswati	_umaswati
umbergaon	_umbergaon
umbharat	_umbharat
umbox	_umbox
umerkot	_umerkot
umiam	_umiam
umreth	_umreth
un	_un
un,	_un,
una	_una
una,	_una,
unai,	_unai,
unapdev	_unapdev
unava	_unava
unbulleted	_unbulleted
uncategorized	_uncategorized
unchalli	_unchalli
und	_und
undari	_undari
under	_under
undertaker	_undertaker
undertakings	_undertakings
undhiyu	_undhiyu
unesco	_unesco
unicode	_unicode
unidentified	_unidentified
uniflorum	_uniflorum
uniform	_uniform
unilever	_unilever
union	_union
unit	_unit
unit/area	_unit/area
unit/discharge	_unit/discharge
united	_united
units	_unit +s
unity	_unity
universe	_universe
universities	_universities
university	_university
università	_università
unjha	_unjha
unknown	_unknown
unnamed	_unnamed
unnao	_unnao
unnikrishnan	_unnikrishnan
unofficial2	_unofficial2
unported	_unported
unreferenced	_unreferenced
unreleased	_unreleased
unreliable	_unreliable
unstrip	_unstrip
unsubst	_unsubst
upadhyay	_upadhyay
upadhyaya	_upadhyaya
upanayana	_upanayana
upanishad	_upanishad
upanishads	_upanishad +s
upapurana	_upapurana
uparkot	_uparkot
upasni	_upasni
upendra	_upendra
upleta	_upleta
upma	_upma
upper	_upper
upton	_upton
ur	_ur
uran	_uran
uranium	_uranium
uranus	_uranus
urban	_urban
urbanization	_urbanization
urdu	_urdu
urdu-language	_urdu _- _language
urea	_urea
urjit	_urjit
url	_url
urmila	_urmila
uropeltis	_uropeltis
uruguay	_uruguay
us	_us
us$	_us$
usain	_usain
usb	_usb
usbk	_usbk
usbktop	_usbktop
use	_use
used	_used
user	_user
userbox	_userbox
userbox-level	_userbox _- _level
userbox-r	_userbox _- _r
userboxbottom	_userbox _bottom
userboxes	_userboxes
usercheck-short	_user _check _- _short
userlinks/config	_userlinks/config
userlinks/shared	_userlinks/shared
username	_user _name
uses	_use +s
usha	_usha
ushnas	_ushnas
using	_using
usmanpura	_usmanpura
usually	_usually
usui	_usui
utah	_utah
utavali	_utavali
utkanteshwar	_utkanteshwar
utpal	_utpal
utran	_utran
utrecht	_utrecht
utsava	_utsava
uttam	_uttam
uttambhai	_uttam _bhai
uttanasana	_uttanasana
uttar	_uttar
uttara	_uttara
uttarakhand	_uttarakhand
uttarayana	_uttarayana
uttarkashi	_uttar _kashi
uttarā	_uttarā
uusijani	_uusijani
uw-vandalism1	_uw _- _vandalism1
uyuni	_uyuni
uzbek	_uzbek
uzbekistan	_uzbekistan
uzi	_uzi
v	_v
v.	_v.
vaccination	_vaccination
vachaknavi	_vachaknavi
vachanamrut	_vachanamrut
vachara	_vachara
vachhavad	_vachhavad
vacuum	_vacuum
vada	_vada
vadala	_vadala
vadali,	_vadali,
vadeli	_vadeli
vadgam	_vadgam
vadhiyar	_vadhiyar
vadia,	_vadia,
vadilal	_vadilal
vadli	_vadli
vadnagar	_vadnagar
vadodara	_vadodara
vadodaria	_vadodaria
vadsar,	_vadsar,
vadtal	_vadtal
vadviyala	_vadviyala
vaghel	_vaghel
vaghela	_vaghela
vago	_vago
vaidya	_vaidya
vaidyanath	_vaidya _nath
vaisakha	_vaisakha
vaishali	_vaishali
vaishnava	_vaishnava
vaishnavism	_vaishnavism
vaishno	_vaishno
vaishya	_vaishya
vaitarna	_vaitarna
vaivarta	_vaivarta
vajpayee	_vajpayee
vakani	_vakani
vakataka	_vakataka
vakhtapur	_vakhtapur
val	_val
val/delimitnum	_val/delimitnum
vala	_vala
vale	_vale
valencian	_valencian
valentine's	_valentine's
vali	_vali
validation	_validation
vallabh	_vallabh
vallabha	_vallabha
vallabhbhai	_vallabhbhai
vallabhi	_vallabhi
vallabhipur	_vallabhipur
vallabhsuri	_vallabhsuri
valley	_valley
vallés	_vallés
valmiki	_valmiki
valod	_valod
valparaíso	_valparaíso
valsad	_valsad
valson	_valson
value	_value
values	_value +s
values/core	_values/core
vamaj	_vamaj
vamana	_vamana
van	_van
vanadium	_vanadium
vanaraja	_vanaraja
vanda,	_vanda,
vande	_vande
vandhay	_vandhay
vanessa	_vanessa
vansda	_vansda
vantawng	_vantawng
vanthali	_vanthali
vapi	_vapi
vaporpressure	_vaporpressure
var	_var
varachha	_varachha
varadarajan	_varadarajan
varahi,	_varahi,
varanasi	_varanasi
varandha	_varandha
vardayini	_vardayini
vargenau	_vargenau
variable	_variable
variance	_variance
variants	_variants
variegata	_variegata
varies	_varies
varma	_varma
varnu	_varnu
varsha	_varsha
varsoda	_varsoda
vartej	_vartej
varun	_varun
varuna	_varuna
varāhamihira	_varāhamihira
vasant	_vasant
vasava	_vasava
vasavad	_vasavad
vasavada	_vasavada
vasco	_vasco
vashi	_vashi
vashishti	_vashishti
vasishtha	_vasishtha
vasistha	_vasistha
vaso	_vaso
vastrapur	_vastrapur
vastupala	_vastupala
vasu	_vasu
vasudev	_vasudev
vasudeva	_vasudeva
vataman	_vataman
vatav	_vatav
vatsyayan	_vatsyayan
vav	_vav
vav,	_vav,
vayeda	_vayeda
vcite	_vcite
vedanga	_vedanga
vedanta	_vedanta
vedas	_vedas
vedic	_vedic
veena	_veena
veer	_veer
vegad	_vegad
vegas	_vegas
vegda	_vegda
vegdi	_vegdi
vegetable	_vegetable
vegetables	_vegetable +s
vegetarianism	_vegetarianism
vehicle	_vehicle
vejalka	_vejalka
vejalpur	_vejalpur
vekur	_vekur
velakot	_velakot
velavadar	_velavadar
vellore	_vellore
velvet	_velvet
velvet-fronted	_velvet _- _fronted
vendetta	_vendetta
venezuela	_venezuela
vengsarkar	_vengsarkar
venibhai	_venibhai
venkaiah	_venkaiah
venkatapathy	_venkatapathy
venkataraghavan	_venkataraghavan
venkateswara	_venkateswara
venna	_venna
venu	_venu
venus	_venu +s
vera	_vera
veracruz	_veracruz
veraval	_veraval
verde	_verde
verditer	_verditer
verghese	_verghese
verifiability	_verifiability
verification	_verification
verisign	_verisign
verizon	_verizon
verma	_verma
vermont	_vermont
version	_version
versions	_version +s
verum	_verum
vestabhai	_vestabhai
vibha	_vibha
vibhushan	_vibhushan
vice-presidential	_vice _- _presidential
vice-presidents	_vice _- _president +s
vichitravirya	_vichitravirya
vicky	_vicky
victor	_victor
vidarbha	_vidarbha
video	_video
videocassette	_videocassette
vidhan	_vidhan
vidi	_vidi
vidisha	_vidisha
vidur	_vidur
vidura	_vidura
vidya	_vidya
vidyagauri	_vidya _gauri
vidyalaya	_vidyalaya
vidyamandir	_vidya _mandir
vidyanagar	_vidya _nagar
vidyapeetha	_vidyapeetha
vidyapith	_vidyapith
vienna	_vienna
vietnam	_vietnam
view	_view
vigna	_vigna
vijalpor	_vijalpor
vijapur	_vijapur
vijay	_vijay
vijaya	_vijaya
vijayadashami	_vijaya _dashami
vijayalaya	_vijayalaya
vijayanagara	_vijayanagara
vijayawada	_vijayawada
vijaygupta	_vijay _gupta
vijayray	_vijayray
vijender	_vijender
vikasa	_vikasa
vikash	_vikash
viking	_viking
vikram	_vikram
vikramaditya	_vikramaditya
vikramōrvaśīyam	_vikramōrvaśīyam
vilas	_vilas
vilayat	_vilayat
vile	_vile
villa	_villa
village	_village
village,	_village,
villages	_village +s
viluppuram	_viluppuram
vimala	_vimala
vinaya	_vinaya
vinayak	_vinayak
vincent	_vincent
vinci	_vinci
vindhya	_vindhya
vinjan	_vinjan
vinoba	_vinoba
vinod	_vinod
vinodini	_vinodini
vinoo	_vinoo
vipassanā	_vipassanā
vir	_vir
vira,	_vira,
viradha	_viradha
viramgam	_viramgam
virani	_virani
virata	_virata
viraval,	_viraval,
virender	_virender
virgin	_virgin
virginia	_virginia
virgo	_virgo
virpur	_virpur
virtual	_virtual
virtualization	_virtualization
virudhunagar	_virudhunagar
virus	_virus
visa	_visa
visakhapatnam	_visakhapatnam
visalpur	_visalpur
visavadar	_visavadar
viscosity	_viscosity
vishal–shekhar	_vishal–shekhar
vishansar	_vishansar
vishisht	_vishisht
vishnu	_vishnu
vishnuavatars	_vishnuavatars
vishnukundina	_vishnukundina
vishnuprasad	_vishnu _prasad
vishnuprayag	_vishnu _prayag
vishvakarman	_vishvakarman
vishvamitra	_vishvamitra
vishvesh	_vishvesh
vishwa	_vishwa
vishwakarma	_vishwa _karma
vishwakosh	_vishwakosh
vishwamitri	_vishwamitri
vishwanath	_vishwa _nath
vishwavidyalaya	_vishwa _vidyalaya
visnagar	_visnagar
visual	_visual
viswanath	_viswanath
vital	_vital
vitamin	_vitamin
vithalbhai	_vithalbhai
vivek	_vivek
vivekachudamani	_vivekachudamani
vivekananda	_vivekananda
vizcaya	_vizcaya
vizianagaram	_vizianagaram
vladimir	_vladimir
vodka	_vodka
void	_void
volcano	_volcano
volga	_volga
volkovbot	_volkovbot
volvo	_volvo
vondh	_vondh
vorarlberg	_vorarlberg
voters'	_voters'
voting	_voting
vrata	_vrata
vrindavan	_vrindavan
vu	_vu
vuitton	_vuitton
vulture	_vulture
vyara	_vyara
vyarawalla	_vyarawalla
vyas	_vyas
vyasa	_vyasa
vyom25	_vyom25
vz.	_vz.
w.	_w.
wadagam	_wadagam
wadhwan	_wadhwan
wadia	_wadia
wadkar	_wadkar
waghai	_waghai
wagher	_wagher
waghodia	_waghodia
waghura	_waghura
wai,	_wai,
waimakariri	_waimakariri
wajihuddin	_wajihuddin
wales	_wales
walkeshwar	_walkeshwar
wall	_wall
walloon	_walloon
walsh	_walsh
walter	_walter
wam	_wam
wanakbori	_wanakbori
wanderers	_wanderers
wangchuck	_wangchuck
wankaner	_wankaner
wanted	_wanted
war	_war
warangal	_warangal
warbler	_warbler
wardha	_wardha
warli	_warli
warming	_warming
warne	_warne
warning	_warning
warora	_warora
warranty	_warranty
warren	_warren
warrier	_warrier
wars	_war +s
warta	_warta
washim	_washim
washington	_washington
washington,	_washington,
wassan	_wassan
waste	_waste
wat	_wat
water	_water
water/convert	_water/convert
waterfall	_waterfall
waterfalls	_waterfall +s
watering	_watering
watermelon	_watermelon
watson	_watson
waugh	_waugh
wave	_wave
wavelength	_wavelength
wax	_wax
way	_way
wayanad	_wayanad
wayback	_wayback
wazir	_wazir
wd	_wd
wd/aliasesp	_wd/aliasesp
wd/i18n	_wd/i18n
wealth	_wealth
weapon	_weapon
weapons	_weapon +s
weasel-worded	_weasel _- _worded
weather	_weather
weatherbox	_weatherbox
web	_web
webarchive	_webarchive
website	_website
websites	_website +s
wednesday	_wednesday
week	_week
weevil	_weevil
weiss	_weiss
weisz	_weisz
welcome	_welcome
welcome-anon	_welcome _- _anon
welcoming	_welcoming
well	_well
wellington	_wellington
west	_west
western	_western
wetland	_wetland
what	_what
wheat	_wheat
wheel	_wheel
when	_when
where	_where
which	_which
whistling	_whistling
white	_white
white-backed	_white _- _backed
white-footed	_white _- _footed
white-throated	_white _- _throated
who	_who
whs	_whs
why	_why
wicket-keeper	_wicket _- _keeper
wide	_wide
wier-cum	_wier _- _cum
wigan	_wigan
wigeon	_wigeon
wikiatlas	_wikiatlas
wikibase	_wikibase
wikibooks	_wikibooks
wikidata	_wikidata
wikidata/i18n	_wikidata/i18n
wikidatacheck	_wikidata _check
wikidataib	_wikidataib
wikidataidentifiers	_wikidataidentifiers
wikidataoi	_wikidataoi
wikidreamer	_wikidreamer
wikimapia	_wikimapia
wikimedia	_wikimedia
wikipedia	_wikipedia
wikipedia's	_wikipedia's
wikipedia/administrator	_wikipedia/administrator
wikipedian	_wikipedian
wikipedian's	_wikipedian's
wikipedians	_wikipedian +s
wikiproject	_wikiproject
wikiprojects	_wikiproject +s
wikiquote	_wikiquote
wikisource	_wikisource
wikisource-inline	_wikisource _- _inline
wikisourcehas	_wikisourcehas
wikitext	_wikitext
wikitravel	_wikitravel
wikiversity	_wikiversity
wikivoyage	_wikivoyage
wikivoyage-inline	_wikivoyage _- _inline
wiktionary	_wiktionary
wild	_wild
wildcat	_wildcat
wildlife	_wildlife
william	_william
williams	_william +s
willis	_willis
wilson	_wilson
wimax	_wimax
win	_win
wind	_wind
windmill	_windmill
windows	_windows
winners	_winners
winter	_winter
wireless	_wireless
wisconsin	_wisconsin
wisdom	_wisdom
with	_with
withania	_withania
within	_within
without	_without
witwatersrand	_witwatersrand
wokha	_wokha
wolf	_wolf
wolfgang	_wolfgang
wolverhampton	_wolverhampton
woman	_woman
women	_women
women's	_women's
won	_won
wonderla	_wonderla
wonderland	_wonderland
wonders	_wonders
woodpecker	_woodpecker
woods	_woods
woodshrike	_woodshrike
