!	!
!!	!@@ !
!((	!@@ (@@ (
!)	!@@ )
!-	!@@ -
!mxt	!@@ m@@ xt
!xt	!@@ xt
બિલ્ટોણ્ગ	બ@@ િલ્@@ ટો@@ ણ@@ ્@@ ગ
અવર્ગીકૃત	અ@@ વર્@@ ગી@@ કૃ@@ ત
એન્ડ્ર્યૂ	એ@@ ન્ડ@@ ્ર@@ ્ય@@ ૂ
તરંગલંબાઈ	ત@@ રંગ@@ લં@@ બા@@ ઈ
વિલ્હેલ્મ	વ@@ િલ્@@ હે@@ લ્@@ મ
ઉચ્છંગરાય	ઉ@@ ચ્છ@@ ંગ@@ રાય
ઓન્ટારીયો	ઓ@@ ન્ટ@@ ાર@@ ીયો
કમ્પ્યૂટર	ક@@ મ્પ@@ ્યૂ@@ ટર
ચક્રવર્તી	ચ@@ ક્ર@@ વર્@@ તી
ઇંગ્લેન્ડ	ઇ@@ ંગ્@@ લેન્ડ
એક્ષપ્રેસ	એ@@ ક્ષ@@ પ્રેસ
ઓન્ગલોન્ગ	ઓ@@ ન્ગ@@ લોન્ગ
હસ્તમૈથુન	હ@@ સ્ત@@ મૈથુન
કસ્તુરભાઇ	ક@@ સ્તુ@@ ર@@ ભાઇ
અક્રોતીરી	અ@@ ક્રો@@ તી@@ રી
આચાર્યોની	આ@@ ચાર્@@ યો@@ ની
ઉત્તાનાસન	ઉ@@ ત્તા@@ ના@@ સન
સત્યાર્થી	સ@@ ત્યા@@ ર્@@ થી
હત્યાકાંડ	હ@@ ત્યા@@ કા@@ ંડ
સત્તામંડળ	સ@@ ત્તા@@ મંડ@@ ળ
ઈસ્ટોનિયા	ઈ@@ સ્ટો@@ નિયા
સત્યાગ્રહ	સ@@ ત્યા@@ ગ્રહ
ઑસ્ટ્રિયા	ઑ@@ સ્ટ્ર@@ િયા
વિઠ્ઠલભાઈ	વિ@@ ઠ@@ ્@@ ઠ@@ લ@@ ભાઈ
ચાળીસગાંવ	ચા@@ ળ@@ ી@@ સ@@ ગાંવ
પાંચપીપળા	પા@@ ં@@ ચ@@ પી@@ પ@@ ળા
રણથંભોરનો	રણ@@ થ@@ ં@@ ભો@@ ર@@ નો
કેળવણીકાર	કે@@ ળ@@ વ@@ ણી@@ કાર
ગુણવંતરાય	ગુ@@ ણ@@ વ@@ ંત@@ રાય
જેટકનેક્ટ	જે@@ ટ@@ ક@@ ને@@ ક્ટ
વિલવણીકરણ	વિ@@ લ@@ વ@@ ણી@@ કરણ
સેલહર્સ્ટ	સે@@ લ@@ હ@@ ર્@@ સ્ટ
સ્ફટ્યાતુ	સ્@@ ફ@@ ટ@@ ્યા@@ તુ
લોપકચિહ્ન	લો@@ પ@@ ક@@ ચિહ્@@ ન
મોઢેશ્વરી	મો@@ ઢ@@ ે@@ શ્વરી
લાટવિયાનો	લા@@ ટ@@ વ@@ િયાનો
માવજીંજવા	મા@@ વ@@ જી@@ ં@@ જ@@ વા
ભરતનાટ્યમ	ભર@@ ત@@ ના@@ ટ@@ ્ય@@ મ
બેલારુસનો	બે@@ લ@@ ાર@@ ુ@@ સનો
માંસાહારી	મા@@ ં@@ સા@@ હ@@ ારી
ગંજબાસૌદા	ગં@@ જ@@ બા@@ સૌ@@ દા
ટેકનોલોજી	ટે@@ ક@@ નો@@ લો@@ જી
તિલકરત્ને	તિ@@ લ@@ કર@@ ત્@@ ને
નગરપાલિકા	નગ@@ ર@@ પા@@ લિ@@ કા
નોંધનીયતા	નો@@ ં@@ ધન@@ ીય@@ તા
ફાઉન્ડેશન	ફા@@ ઉ@@ ન્@@ ડે@@ શન
રિપબ્લિકન	રિ@@ પ@@ બ્@@ લિ@@ કન
રેશનાલિઝમ	રે@@ શ@@ ના@@ લિ@@ ઝમ
લિઓનાર્ડો	લિ@@ ઓ@@ ના@@ ર્@@ ડો
વાછરાદાદા	વા@@ છ@@ રા@@ દા@@ દા
સેનગુપ્તા	સે@@ ન@@ ગુ@@ પ્@@ તા
કાલરાત્રિ	કા@@ લ@@ રા@@ ત્ર@@ િ
ડાયનેમાઈટ	ડા@@ ય@@ ને@@ માઈ@@ ટ
વામકુક્ષિ	વા@@ મ@@ કુ@@ ક્ષ@@ િ
શેરપોઇન્ટ	શે@@ ર@@ પો@@ ઇન્@@ ટ
ઘાટલોડિયા	ઘા@@ ટ@@ લો@@ ડિયા
દાંતીવાડા	દા@@ ં@@ તી@@ વાડા
દુગારવાડી	દુ@@ ગ@@ ાર@@ વાડી
નાટ્યશાળા	ના@@ ટ@@ ્ય@@ શાળા
બુરહાનપુર	બુ@@ ર@@ હા@@ નપુર
ભુવનેશ્વર	ભુ@@ વ@@ ને@@ શ્વર
વાલકેશ્વર	વા@@ લ@@ કે@@ શ્વર
શૈલપુત્રી	શૈ@@ લ@@ પુ@@ ત્રી
સાવંતવાડી	સા@@ વ@@ ંત@@ વાડી
જગતસિંઘજી	જગ@@ ત@@ સિં@@ ઘ@@ જી
નાળિયેરની	ના@@ ળ@@ િયે@@ ર@@ ની
સંરક્ષણનો	સં@@ ર@@ ક્ષ@@ ણ@@ નો
કોઇમ્બતુર	કો@@ ઇ@@ મ્બ@@ તુ@@ ર
હાથીયાગોર	હા@@ થ@@ ીયા@@ ગો@@ ર
કાઠિયાવાડ	કા@@ ઠ@@ િયા@@ વાડ
ગાજિયાબાદ	ગા@@ જ@@ િયા@@ બાદ
ગાઝિયાબાદ	ગા@@ ઝ@@ િયા@@ બાદ
ચામરાજનગર	ચા@@ મ@@ રાજ@@ નગર
જેલીયાભાઈ	જે@@ લ@@ ીયા@@ ભાઈ
સંતરામપુર	સં@@ ત@@ રામ@@ પુર
હોશંગાબાદ	હો@@ શ@@ ંગા@@ બાદ
આઈસલેંડનો	આઈ@@ સ@@ લેંડ@@ નો
જિનવિજયજી	જિ@@ ન@@ વિજય@@ જી
જોરડીયાળી	જો@@ ર@@ ડીયા@@ ળી
ફીનલેંડનો	ફી@@ ન@@ લેંડ@@ નો
વિંધ્યાચલ	વિ@@ ં@@ ધ્યા@@ ચલ
અંકલેશ્વર	અં@@ ક@@ લેશ્વર
વુલ્ફગૅંગ	વુ@@ લ્@@ ફ@@ ગ@@ ૅ@@ ંગ
શેક્સપીયર	શે@@ ક્@@ સ@@ પ@@ ીય@@ ર
દિવાળીબેન	દિ@@ વા@@ ળ@@ ી@@ બેન
વનમાળીદાસ	વન@@ મા@@ ળ@@ ી@@ દાસ
કોડાયકેનલ	કો@@ ડા@@ ય@@ કે@@ ન@@ લ
કાલિમપોંગ	કા@@ લિ@@ મ@@ પો@@ ંગ
કુસુમમાળા	કુ@@ સુ@@ મ@@ મા@@ ળા
જલપાઈગુડી	જલ@@ પા@@ ઈ@@ ગુ@@ ડી
જીમૂતવાહન	જી@@ મૂ@@ ત@@ વા@@ હન
પાતાળપાણી	પા@@ તા@@ ળ@@ પા@@ ણી
બ્લેકબેરી	બ્@@ લે@@ ક@@ બે@@ રી
રાસ્પબેરી	રા@@ સ્@@ પ@@ બે@@ રી
લોહરદગ્ગા	લો@@ હર@@ દ@@ ગ્@@ ગા
સૂર્યવંશી	સૂ@@ ર્@@ ય@@ વં@@ શી
કાયાવરોહણ	કા@@ યા@@ વ@@ રોહ@@ ણ
બ્લેકબર્ન	બ્@@ લે@@ ક@@ બર્@@ ન
સૂર્યમંડળ	સૂ@@ ર્@@ ય@@ મંડ@@ ળ
પુષ્પગિરિ	પુ@@ ષ્@@ પ@@ ગિરિ
પોલિએસ્ટર	પો@@ લિ@@ એ@@ સ્ટર
રણજીતસિંહ	રણ@@ જી@@ ત@@ સિંહ
રોબિનસિંઘ	રો@@ બિ@@ ન@@ સિંઘ
લિથુઆનિયા	લિ@@ થુ@@ આ@@ નિયા
સંકેતલિપિ	સં@@ કે@@ ત@@ લિપિ
સાલ્ઝબર્ગ	સા@@ લ્@@ ઝ@@ બર્ગ
હોકાયંત્ર	હો@@ કા@@ ય@@ ંત્ર
યુધિષ્ઠિર	યુ@@ ધિ@@ ષ્@@ ઠ@@ િ@@ ર
અનવરમિંયા	અન@@ વર@@ મિ@@ ં@@ યા
કામદારોનો	કા@@ મદ@@ ાર@@ ો@@ નો
કિષ્કિંધા	કિ@@ ષ્@@ કિ@@ ં@@ ધા
ચિકમંગલૂર	ચિ@@ કમ@@ ંગ@@ લ@@ ૂર
ચેરાપુંજી	ચે@@ રા@@ પુ@@ ં@@ જી
જેઠાભાઇની	જે@@ ઠા@@ ભા@@ ઇ@@ ની
દેહાંતદંડ	દે@@ હા@@ ંત@@ દ@@ ંડ
બિકાનેરના	બિ@@ કા@@ ને@@ ર@@ ના
મધ્યકાળની	મધ@@ ્ય@@ કા@@ ળ@@ ની
મૈથિલીશરણ	મૈ@@ થિ@@ લી@@ શ@@ રણ
વાન્તાવંગ	વા@@ ન્@@ તા@@ વ@@ ંગ
વેનેઝુએલા	વે@@ ને@@ ઝુ@@ એ@@ લા
સામુદાયિક	સા@@ મુ@@ દા@@ ય@@ િક
એસગાર્ડિઆ	એસ@@ ગા@@ ર્@@ ડિ@@ આ
કોઝીક્કોડ	કો@@ ઝી@@ ક્@@ કો@@ ડ
ઘાબાજરીયુ	ઘા@@ બા@@ જર@@ ીય@@ ુ
જળપ્લાવીત	જળ@@ પ્@@ લા@@ વી@@ ત
ટેલીસ્કોપ	ટે@@ લી@@ સ્@@ કો@@ પ
ડાયાબિટીસ	ડા@@ યા@@ બિ@@ ટી@@ સ
દ્વાપરયુગ	દ્@@ વા@@ પર@@ યુ@@ ગ
બોરોબુદુર	બો@@ રો@@ બુ@@ દુ@@ ર
માઝુરાનિચ	મા@@ ઝુ@@ રા@@ નિ@@ ચ
મિનેપોલિસ	મિ@@ ને@@ પો@@ લિ@@ સ
મુસ્લિમીન	મુ@@ સ્@@ લિ@@ મી@@ ન
મેલાટોનિન	મે@@ લા@@ ટો@@ નિ@@ ન
અંબિકાપુર	અં@@ બિ@@ કા@@ પુર
એરપોર્ટ્સ	એર@@ પો@@ ર્@@ ટ્સ
કુકરમુંડા	કુ@@ કર@@ મુ@@ ંડા
કૂષ્માંડા	કૂ@@ ષ્@@ મા@@ ંડા
કોકિલાકાર	કો@@ કિ@@ લા@@ કાર
કોમોરોસનો	કો@@ મો@@ રો@@ સનો
ગુજ્જુભાઈ	ગુ@@ જ્@@ જુ@@ ભાઈ
ગોવિંદભાઈ	ગો@@ વિ@@ ંદ@@ ભાઈ
ચિકમંગલુર	ચિ@@ કમ@@ ંગ@@ લુર
જરથુષ્ટ્ર	જર@@ થુ@@ ષ્@@ ટ્ર
જ્વારાસુર	જ્@@ વા@@ રા@@ સુર
દીવાદાંડી	દી@@ વા@@ દા@@ ંડી
નિઝામાબાદ	નિ@@ ઝા@@ મા@@ બાદ
નોટિંગહામ	નો@@ ટિ@@ ંગ@@ હામ
ન્હાનાલાલ	ન્@@ હા@@ ના@@ લાલ
બુડાપેસ્ટ	બુ@@ ડા@@ પે@@ સ્ટ
મેદિનીપુર	મે@@ દિ@@ ની@@ પુર
રજવાડાઓની	રજ@@ વા@@ ડા@@ ઓની
રુક્માવતી	રુ@@ ક્@@ મા@@ વતી
લેબેનાનનો	લે@@ બે@@ ના@@ નનો
વિન્સેન્ટ	વિ@@ ન્@@ સે@@ ન્ટ
વિરુધુનગર	વિ@@ રુ@@ ધુ@@ નગર
વિવેકાનંદ	વિ@@ વે@@ કા@@ નંદ
વ્લાદિમીર	વ્@@ લા@@ દિ@@ મીર
શિંગણાપુર	શિ@@ ંગ@@ ણા@@ પુર
શુદ્ધિકરણ	શુ@@ દ્@@ ધિ@@ કરણ
શોર્ટેસ્ટ	શો@@ ર્@@ ટે@@ સ્ટ
સમસ્તીપુર	સમ@@ સ્@@ તી@@ પુર
સુપરફાસ્ટ	સુ@@ પર@@ ફા@@ સ્ટ
સેન્સેક્સ	સે@@ ન્@@ સે@@ ક્સ
સ્પિરિટેડ	સ્@@ પિ@@ રિ@@ ટેડ
હાથોર્ન્સ	હા@@ થો@@ ર્@@ ન્સ
હૈલાકાંડી	હૈ@@ લા@@ કા@@ ંડી
આઇસ્ક્રીમ	આઇ@@ સ્@@ ક્ર@@ ી@@ મ
પરમેશ્વરન	પર@@ મે@@ શ્વ@@ ર@@ ન
રામેશ્વરમ	રા@@ મે@@ શ્વ@@ ર@@ મ
કાનાવડાળા	કા@@ ના@@ વડા@@ ળા
કાસરવલ્લી	કા@@ સર@@ વલ્@@ લી
ગુંદીયાળી	ગુ@@ ંદ@@ ીયા@@ ળી
ચાંદ્રોડા	ચા@@ ંદ@@ ્રો@@ ડા
ચોલામંડલમ	ચો@@ લા@@ મંડ@@ લમ
તિલોત્તમા	તિ@@ લો@@ ત્ત@@ મા
તેલુકુંચી	તે@@ લુ@@ કું@@ ચી
પુષ્કર્ણા	પુ@@ ષ્@@ કર્@@ ણા
ભૂરિશ્રવા	ભૂ@@ રિ@@ શ્ર@@ વા
મીંદીયાળા	મી@@ ંદ@@ ીયા@@ ળા
મૂળાક્ષરો	મૂ@@ ળા@@ ક્ષ@@ રો
રાધાષ્ટમી	રા@@ ધા@@ ષ્ટ@@ મી
વેંગસારકર	વે@@ ંગ@@ સાર@@ કર
વેલિંગ્ટન	વે@@ લિ@@ ંગ્@@ ટન
વોશિંગ્ટન	વો@@ શિ@@ ંગ્@@ ટન
શ્વાઇન્ગર	શ્@@ વા@@ ઇન્@@ ગર
સાબરકાંઠા	સા@@ બર@@ કાં@@ ઠા
સેંટિયાગો	સે@@ ંટ@@ િયા@@ ગો
બોનાપાર્ટ	બો@@ ના@@ પાર્@@ ટ
યુવાભારતી	યુ@@ વા@@ ભારત@@ ી
રાધેશ્યામ	રા@@ ધે@@ શ્યા@@ મ
લેમ્પાર્ડ	લે@@ મ્@@ પાર્@@ ડ
શાલીગ્રામ	શા@@ લી@@ ગ્રા@@ મ
સેવાગ્રામ	સે@@ વા@@ ગ્રા@@ મ
કાકાસાહેબ	કા@@ કા@@ સાહેબ
કેમ્બ્રિજ	કે@@ મ્@@ બ્રિજ
ચેંગલોન્ગ	ચે@@ ંગ@@ લોન્ગ
જોગેશ્વરી	જો@@ ગે@@ શ્વરી
દાદાસાહેબ	દા@@ દા@@ સાહેબ
દેવેન્દ્ર	દે@@ વે@@ ન્દ્ર
ધીરેન્દ્ર	ધી@@ રે@@ ન્દ્ર
બાબાસાહેબ	બા@@ બા@@ સાહેબ
મુરાદાબાદ	મુ@@ રા@@ દાબાદ
યોગેન્દ્ર	યો@@ ગે@@ ન્દ્ર
વિરેન્દ્ર	વિ@@ રે@@ ન્દ્ર
સાવનદુર્ગ	સા@@ વન@@ દુર્ગ
હિતેન્દ્ર	હિ@@ તે@@ ન્દ્ર
લાક્ષાગૃહ	લા@@ ક્ષ@@ ા@@ ગ@@ ૃ@@ હ
કિંગ્‍સલી	કિ@@ ંગ્@@ ‍@@ સ@@ લી
વિલાયતખાં	વિ@@ લાય@@ ત@@ ખા@@ ં
સોક્રેટિસ	સો@@ ક્ર@@ ે@@ ટિ@@ સ
હોન્ડુરાસ	હો@@ ન્ડ@@ ુ@@ રા@@ સ
ઉદ્યોગપતિ	ઉદ@@ ્યો@@ ગ@@ પતિ
જોન્ગમ્યો	જો@@ ન્ગ@@ મ@@ ્યો
બુંદેલખંડ	બુ@@ ંદે@@ લ@@ ખંડ
મૈત્રકકાળ	મૈ@@ ત્ર@@ ક@@ કાળ
રાંદેરીયા	રા@@ ંદે@@ ર@@ ીયા
લોન્ગતલાઇ	લો@@ ન્ગ@@ ત@@ લાઇ
વિચારધારા	વિ@@ ચાર@@ ધ@@ ારા
વેન્ડરર્સ	વે@@ ન્ડ@@ ર@@ ર્સ
સાર્વજનિક	સા@@ ર્વ@@ જ@@ નિક
ટિમ્બક્ટુ	ટિ@@ મ્બ@@ ક્@@ ટ@@ ુ
વિમાનવાહક	વિ@@ માન@@ વા@@ હ@@ ક
હેમ્પશાયર	હે@@ મ્પ@@ શા@@ ય@@ ર
કુન્દનિકા	કુ@@ ન્દ@@ નિ@@ કા
તાંગ્ગુલા	તા@@ ંગ્@@ ગુ@@ લા
પુસ્તકાલય	પુ@@ સ્ત@@ કા@@ લય
મિશ્રધાતુ	મિ@@ શ્ર@@ ધા@@ તુ
વિસ્તારનો	વિ@@ સ્ત@@ ાર@@ નો
શેત્રુંજય	શે@@ ત્ર@@ ું@@ જય
શેત્રુંજી	શે@@ ત્ર@@ ું@@ જી
સિંદેવાહી	સિ@@ ંદે@@ વા@@ હી
હરિયાણાના	હર@@ િયા@@ ણા@@ ના
હેન્ડર્સન	હે@@ ન્ડ@@ ર્@@ સન
ગુર્જિયેફ	ગુ@@ ર્જ@@ િયે@@ ફ
સિન્ડ્રોમ	સિ@@ ન્ડ@@ ્રો@@ મ
સોંગ્ક્રણ	સો@@ ંગ્@@ ક્ર@@ ણ
સંક્રાંતિ	સં@@ ક્ર@@ ાંતિ
સાંગાવાડી	સા@@ ંગા@@ વાડી
સિંગાપુરી	સિ@@ ંગા@@ પુરી
કાત્યાયની	કા@@ ત્યા@@ ય@@ ની
ટેમ્પ્લેટ	ટે@@ મ્પ્@@ લે@@ ટ
ડિપ્રેસિવ	ડિ@@ પ્રે@@ સિ@@ વ
નવનિર્માણ	નવ@@ નિર્@@ મા@@ ણ
પેટ્રોનાસ	પે@@ ટ્રો@@ ના@@ સ
લેબ્રાડોર	લે@@ બ્રા@@ ડો@@ ર
સ્ક્રિપ્ટ	સ્@@ ક્રિ@@ પ્@@ ટ
નરસિંહપુર	નર@@ સિંહ@@ પુર
નરસિંહરાવ	નર@@ સિંહ@@ રાવ
નિત્યાનંદ	નિ@@ ત્યા@@ નંદ
પોલેંડબોલ	પો@@ લેંડ@@ બોલ
યાત્રાધામ	યા@@ ત્રા@@ ધામ
વેસ્તાભાઈ	વે@@ સ્તા@@ ભાઈ
વૈજ્ઞાનિક	વૈ@@ જ્ઞા@@ નિક
વૈશ્વિકરણ	વૈ@@ શ્વિ@@ કરણ
સંક્ષિપ્ત	સં@@ ક્ષિ@@ પ્ત
ગણતંત્રનો	ગણ@@ તંત્ર@@ નો
ગણરાજ્યનો	ગણ@@ રાજ્ય@@ નો
સૌરાષ્ટ્ર	સૌ@@ રાષ્ટ્ર
સર્વપલ્લી	સર્@@ વ@@ પ@@ લ્@@ લી
શ્રાવસ્તી	શ્ર@@ ા@@ વ@@ સ્તી
પારિતોષિક	પાર@@ િ@@ તો@@ ષ@@ િક
કરારનામું	કરા@@ ર@@ ના@@ મુ@@ ં
ક્રીડાંગણ	ક્ર@@ ી@@ ડા@@ ંગ@@ ણ
ગર્ભનિરોધ	ગર્@@ ભ@@ નિ@@ રો@@ ધ
ચારેન્ત્સ	ચાર@@ ે@@ ન્@@ ત્@@ સ
ટ્રિનિદાદ	ટ્ર@@ િ@@ નિ@@ દા@@ દ
ત્રેતાયુગ	ત્ર@@ ે@@ તા@@ યુ@@ ગ
ઓક્સફોર્ડ	ઓક્@@ સ@@ ફો@@ ર્ડ
ટ્રેફોર્ડ	ટ્ર@@ ે@@ ફો@@ ર્ડ
મંગળસૂત્ર	મંગ@@ ળ@@ સૂ@@ ત્ર
મહામયાનગર	મહા@@ મ@@ યા@@ નગર
મહેમદાવાદ	મહે@@ મ@@ દા@@ વાદ
સર્વમિત્ર	સર્@@ વ@@ મિ@@ ત્ર
સાયમન્ડ્સ	સાય@@ મ@@ ન્ડ@@ ્@@ સ
અર્ઘખાંચી	અર્@@ ઘ@@ ખાં@@ ચી
પાલનપુરનો	પાલ@@ ન@@ પુર@@ નો
બનાસકાંઠા	બના@@ સ@@ કાં@@ ઠા
સપ્તપર્ણી	સપ્@@ ત@@ પર્@@ ણી
